"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
182,"Need temporary elevated rights for installation","I need temporary local administrator rights on my machine for 4 hours to complete a firmware update on a peripheral device.","Account/Access","Security & Access","Low"
183,"Routing table entry missing","A static route entry is missing from the core router configuration, causing all traffic to the 10.10.0.0/16 subnet to be dropped.","Network","Networking","High"
184,"Stored procedure execution time doubled","A critical stored procedure that generates the payroll report now takes twice as long (from 1 hour to 2 hours) to run, impacting finance deadlines.","Database","Database Ops","Medium"
185,"Missing font in design software","The 'Helvetica Neue' font is missing in Adobe Illustrator, preventing me from editing a key design file for a client. Need the font installed.","Software","Application Support","Low"
186,"Desk phone mute button broken","The physical mute button on my Cisco desk phone is broken and stuck in the 'off' position. I cannot mute my calls.","Hardware","Desktop Support","Low"
187,"User requires password policy exception","User J. Doe requires a policy exception to use a longer, custom-generated password that violates the current complexity rules. Security review needed.","Account/Access","Security & Access","Medium"
188,"Core network switch failed","The primary core network switch in the server room has completely failed, taking down the entire internal network. All systems are offline.","Network","Networking","Critical"
189,"Database server memory pressure alerts","The main production database server is constantly hitting memory usage warnings. Need to review recent query execution plans for memory-intensive queries.","Database","Database Ops","High"
190,"Email client not showing images","Outlook is blocking all external images in all emails, even when I click 'download pictures.' This is a global setting issue.","Software","Application Support","Low"
191,"Faulty trackpad button on laptop","The left-click button on my laptop trackpad only works intermittently. I have to click very hard for it to register.","Hardware","Desktop Support","Low"
192,"Bulk account creation for seasonal workers","We need 50 temporary accounts created for seasonal warehouse staff starting next week. Template CSV is attached for processing.","Account/Access","Security & Access","Low"
193,"VLAN tagging misconfiguration","A network device was assigned to the wrong VLAN due to an incorrect trunk port configuration, leading to a temporary isolated network segment.","Network","Networking","Medium"
194,"Missing data in historical archive table","Data from Q1 2023 is missing from the historical archive table. Suspect a failure in the nightly archiving process months ago. Need investigation.","Database","Database Ops","High"
195,"Operating system update fails repeatedly","The mandatory quarterly Windows operating system update fails every time it tries to install and rolls back. Error code 0x800f0922.","Software","Application Support","Medium"
